text,label
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Average product for the price, nothing special but works fine.",neutral
"Холодильник: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Fridge: The fridge makes loud noise at night, completely unusable.",negative
"Laptop overheats constantly, returned it after just one week.",negative
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Absolutely horrible product, requested refund immediately.",negative
"Decent fridge, does the job, nothing to write home about.",neutral
"Телевізор: Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
Do not buy this! Stopped functioning within days of purchase.,negative
"Tv: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Great quality laptop, fast delivery, exactly as described.",positive
Laptop: Повернув через 3 дні — не працювало з коробки.,negative
"Laptop: За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Terrible quality, broke after a week. Total waste of money.",negative
Повернув через 3 дні — не працювало з коробки.,negative
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Great quality laptop, fast delivery, exactly as described.",positive
"Ноутбук: Middle range quality, some minor issues but generally acceptable.",neutral
"Fridge: Terrible quality, broke after a week. Total waste of money.",negative
"Terrible quality, broke after a week. Total waste of money.",negative
Повернув через 3 дні — не працювало з коробки.,negative
"Телевізор: Нормальна техніка без особливих вражень, можна брати.",neutral
Tv: Повернув через 3 дні — не працювало з коробки.,negative
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Ноутбук: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Найгірша покупка в моєму житті, шкодую що замовив.",negative
Ноутбук: Stopped working after one month. Awful customer service experience.,negative
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Ноутбук: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Very disappointed, product does not match the description at all.",negative
"Laptop: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Absolutely horrible product, requested refund immediately.",negative
"Very disappointed, product does not match the description at all.",negative
"Laptop: Terrible quality, broke after a week. Total waste of money.",negative
"Fridge: Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Terrible quality, broke after a week. Total waste of money.",negative
"Холодильник: Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Amazing TV picture quality, very satisfied with this purchase.",positive
Повернув через 3 дні — не працювало з коробки.,negative
Laptop: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Terrible quality, broke after a week. Total waste of money.",negative
Do not buy this! Stopped functioning within days of purchase.,negative
"Terrible quality, broke after a week. Total waste of money.",negative
"Fridge: Middle range quality, some minor issues but generally acceptable.",neutral
"Ноутбук: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
Tv: Do not buy this! Stopped functioning within days of purchase.,negative
Телевізор: Do not buy this! Stopped functioning within days of purchase.,negative
"Ноутбук: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Very disappointed, product does not match the description at all.",negative
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
Повернув через 3 дні — не працювало з коробки.,negative
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Tv: Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Телевізор: За такі гроші прийнятна якість, але є кращі варіанти.",neutral
Laptop: Повернув через 3 дні — не працювало з коробки.,negative
"Laptop: Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Excellent product, works perfectly from day one. Highly recommend!",positive
Повернув через 3 дні — не працювало з коробки.,negative
"Холодильник: Average product for the price, nothing special but works fine.",neutral
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"The fridge makes loud noise at night, completely unusable.",negative
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Fridge: Не раджу нікому, обслуговування жахливе, товар бракований.",negative
Stopped working after one month. Awful customer service experience.,negative
"Very disappointed, product does not match the description at all.",negative
"Телевізор: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Телевізор: Excellent product, works perfectly from day one. Highly recommend!",positive
"Fridge: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
Повернув через 3 дні — не працювало з коробки.,negative
"Great quality laptop, fast delivery, exactly as described.",positive
"Холодильник: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Fridge: Laptop overheats constantly, returned it after just one week.",negative
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
Fridge: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Very disappointed, product does not match the description at all.",negative
"Холодильник: Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Tv: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Very disappointed, product does not match the description at all.",negative
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Телевізор: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Fridge: Не раджу нікому, обслуговування жахливе, товар бракований.",negative
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Excellent product, works perfectly from day one. Highly recommend!",positive
Stopped working after one month. Awful customer service experience.,negative
"Laptop: Розчарований повністю, товар не відповідає опису на сайті.",negative
"Laptop overheats constantly, returned it after just one week.",negative
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Ноутбук: Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Fridge: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Холодильник: Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Laptop: Satisfactory performance overall, meets basic expectations.",neutral
Холодильник: The fridge is quiet and energy efficient. Best purchase this year!,positive
"The fridge makes loud noise at night, completely unusable.",negative
"Laptop: Розчарований повністю, товар не відповідає опису на сайті.",negative
"Laptop: Great quality laptop, fast delivery, exactly as described.",positive
"Телевізор: Very disappointed, product does not match the description at all.",negative
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Average product for the price, nothing special but works fine.",neutral
"Холодильник: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Fridge: Great quality laptop, fast delivery, exactly as described.",positive
"Laptop: Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Tv: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Fridge: Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Decent fridge, does the job, nothing to write home about.",neutral
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Very disappointed, product does not match the description at all.",negative
Повернув через 3 дні — не працювало з коробки.,negative
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
Fridge: Stopped working after one month. Awful customer service experience.,negative
"Tv: Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Average product for the price, nothing special but works fine.",neutral
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Fridge: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Terrible quality, broke after a week. Total waste of money.",negative
"Laptop: Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Great quality laptop, fast delivery, exactly as described.",positive
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Great quality laptop, fast delivery, exactly as described.",positive
"Tv: Excellent product, works perfectly from day one. Highly recommend!",positive
"Tv: Amazing TV picture quality, very satisfied with this purchase.",positive
"Холодильник: The fridge makes loud noise at night, completely unusable.",negative
"Телевізор: Decent fridge, does the job, nothing to write home about.",neutral
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Terrible quality, broke after a week. Total waste of money.",negative
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Laptop: Excellent product, works perfectly from day one. Highly recommend!",positive
"Ноутбук: Terrible quality, broke after a week. Total waste of money.",negative
"Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
Fridge: Stopped working after one month. Awful customer service experience.,negative
"Холодильник: Товар прийшов швидко, упакований добре, якість на висоті.",positive
Повернув через 3 дні — не працювало з коробки.,negative
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
Телевізор: Stopped working after one month. Awful customer service experience.,negative
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Great quality laptop, fast delivery, exactly as described.",positive
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Ноутбук: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
Телевізор: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Телевізор: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Tv: Very disappointed, product does not match the description at all.",negative
"Телевізор: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Average product for the price, nothing special but works fine.",neutral
"Телевізор: Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Телевізор: Нормальна техніка без особливих вражень, можна брати.",neutral
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Laptop: Absolutely horrible product, requested refund immediately.",negative
"Телевізор: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Tv: The fridge makes loud noise at night, completely unusable.",negative
"Very disappointed, product does not match the description at all.",negative
"Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Great quality laptop, fast delivery, exactly as described.",positive
"Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Tv: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
Tv: Повернув через 3 дні — не працювало з коробки.,negative
"Satisfactory performance overall, meets basic expectations.",neutral
"Very disappointed, product does not match the description at all.",negative
"Average product for the price, nothing special but works fine.",neutral
"Ноутбук: Розчарований повністю, товар не відповідає опису на сайті.",negative
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Ноутбук: Ноутбук грівся до неможливості, повернув через тиждень.",negative
Холодильник: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Fridge: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Ноутбук: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Ноутбук: Middle range quality, some minor issues but generally acceptable.",neutral
"Fridge: Average product for the price, nothing special but works fine.",neutral
"Ноутбук: Average product for the price, nothing special but works fine.",neutral
"Tv: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Laptop overheats constantly, returned it after just one week.",negative
"Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Телевізор: Satisfactory performance overall, meets basic expectations.",neutral
"Телевізор: Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Tv: Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Terrible quality, broke after a week. Total waste of money.",negative
"Холодильник: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Laptop: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Телевізор: Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Ноутбук: Satisfactory performance overall, meets basic expectations.",neutral
"Ноутбук: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Decent fridge, does the job, nothing to write home about.",neutral
"Tv: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
Повернув через 3 дні — не працювало з коробки.,negative
"Average product for the price, nothing special but works fine.",neutral
"Middle range quality, some minor issues but generally acceptable.",neutral
"Decent fridge, does the job, nothing to write home about.",neutral
Повернув через 3 дні — не працювало з коробки.,negative
"Laptop: Laptop overheats constantly, returned it after just one week.",negative
Телевізор: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Laptop: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Ноутбук: Amazing TV picture quality, very satisfied with this purchase.",positive
"Laptop: Very disappointed, product does not match the description at all.",negative
Tv: The fridge is quiet and energy efficient. Best purchase this year!,positive
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Terrible quality, broke after a week. Total waste of money.",negative
"Absolutely horrible product, requested refund immediately.",negative
The fridge is quiet and energy efficient. Best purchase this year!,positive
"Laptop: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Very disappointed, product does not match the description at all.",negative
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
Повернув через 3 дні — не працювало з коробки.,negative
"The fridge makes loud noise at night, completely unusable.",negative
"Tv: Absolutely horrible product, requested refund immediately.",negative
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Tv: Excellent product, works perfectly from day one. Highly recommend!",positive
"Terrible quality, broke after a week. Total waste of money.",negative
"Laptop: Absolutely horrible product, requested refund immediately.",negative
"Телевізор: Absolutely horrible product, requested refund immediately.",negative
"Телевізор: Terrible quality, broke after a week. Total waste of money.",negative
"Fridge: Нормальна техніка без особливих вражень, можна брати.",neutral
Телевізор: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Very disappointed, product does not match the description at all.",negative
Stopped working after one month. Awful customer service experience.,negative
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Телевізор: Decent fridge, does the job, nothing to write home about.",neutral
"Телевізор: Чудова якість, швидка доставка, все як описано на сайті.",positive
Fridge: Stopped working after one month. Awful customer service experience.,negative
"Tv: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
Tv: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
Fridge: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Tv: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Телевізор: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Fridge: Satisfactory performance overall, meets basic expectations.",neutral
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Very disappointed, product does not match the description at all.",negative
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Tv: Terrible quality, broke after a week. Total waste of money.",negative
"Laptop: За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Телевізор: Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Laptop: Satisfactory performance overall, meets basic expectations.",neutral
"Телевізор: Terrible quality, broke after a week. Total waste of money.",negative
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Laptop: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Fridge: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Great quality laptop, fast delivery, exactly as described.",positive
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Fridge: Very disappointed, product does not match the description at all.",negative
"Laptop: The fridge makes loud noise at night, completely unusable.",negative
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Холодильник: Excellent product, works perfectly from day one. Highly recommend!",positive
"Laptop overheats constantly, returned it after just one week.",negative
"Холодильник: Middle range quality, some minor issues but generally acceptable.",neutral
"Laptop: Very disappointed, product does not match the description at all.",negative
"Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Холодильник: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Холодильник: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Холодильник: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Fridge: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Very disappointed, product does not match the description at all.",negative
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Ноутбук: Телевізор нормальний, не вражає але і не розчаровує.",neutral
Stopped working after one month. Awful customer service experience.,negative
"Ноутбук: Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Average product for the price, nothing special but works fine.",neutral
Ноутбук: Stopped working after one month. Awful customer service experience.,negative
"Телевізор: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
Laptop: Повернув через 3 дні — не працювало з коробки.,negative
"Телевізор: Terrible quality, broke after a week. Total waste of money.",negative
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Absolutely horrible product, requested refund immediately.",negative
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Laptop: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Fridge: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Tv: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Телевізор: Very disappointed, product does not match the description at all.",negative
"Satisfactory performance overall, meets basic expectations.",neutral
"Tv: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Tv: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Телевізор: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Tv: Товар прийшов швидко, упакований добре, якість на висоті.",positive
Fridge: Do not buy this! Stopped functioning within days of purchase.,negative
"Холодильник: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Холодильник: Decent fridge, does the job, nothing to write home about.",neutral
Телевізор: Stopped working after one month. Awful customer service experience.,negative
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"The fridge makes loud noise at night, completely unusable.",negative
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Tv: Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Телевізор: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Ноутбук: Amazing TV picture quality, very satisfied with this purchase.",positive
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Laptop overheats constantly, returned it after just one week.",negative
"Laptop: Average product for the price, nothing special but works fine.",neutral
"Laptop: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Холодильник: Average product for the price, nothing special but works fine.",neutral
"Холодильник: За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Телевізор: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Decent fridge, does the job, nothing to write home about.",neutral
"Нормальна техніка без особливих вражень, можна брати.",neutral
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Laptop: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Холодильник: Average product for the price, nothing special but works fine.",neutral
"Fridge: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
Fridge: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Fridge: Absolutely horrible product, requested refund immediately.",negative
"Холодильник: Absolutely horrible product, requested refund immediately.",negative
"Ноутбук: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Laptop overheats constantly, returned it after just one week.",negative
"Ноутбук: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Нормальна техніка без особливих вражень, можна брати.",neutral
"Very disappointed, product does not match the description at all.",negative
"Ноутбук: Very disappointed, product does not match the description at all.",negative
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Fridge: Satisfactory performance overall, meets basic expectations.",neutral
Laptop: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Absolutely horrible product, requested refund immediately.",negative
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
Ноутбук: Do not buy this! Stopped functioning within days of purchase.,negative
"Very disappointed, product does not match the description at all.",negative
"Tv: Very disappointed, product does not match the description at all.",negative
"Fridge: Terrible quality, broke after a week. Total waste of money.",negative
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Tv: За такі гроші прийнятна якість, але є кращі варіанти.",neutral
Холодильник: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Fridge: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Decent fridge, does the job, nothing to write home about.",neutral
"Tv: Terrible quality, broke after a week. Total waste of money.",negative
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Fridge: Розчарований повністю, товар не відповідає опису на сайті.",negative
"Tv: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Satisfactory performance overall, meets basic expectations.",neutral
"Laptop: Чудова якість, швидка доставка, все як описано на сайті.",positive
Ноутбук: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Холодильник: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Average product for the price, nothing special but works fine.",neutral
"Ноутбук: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Холодильник: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
Повернув через 3 дні — не працювало з коробки.,negative
"Laptop: Average product for the price, nothing special but works fine.",neutral
"Ноутбук: Laptop overheats constantly, returned it after just one week.",negative
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Ноутбук: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
Do not buy this! Stopped functioning within days of purchase.,negative
"Laptop: Very disappointed, product does not match the description at all.",negative
"Laptop: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Холодильник: Нормальна техніка без особливих вражень, можна брати.",neutral
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Laptop overheats constantly, returned it after just one week.",negative
"Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Tv: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Fridge: Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Middle range quality, some minor issues but generally acceptable.",neutral
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Телевізор: Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Телевізор: Great quality laptop, fast delivery, exactly as described.",positive
"Телевізор: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Laptop: Great quality laptop, fast delivery, exactly as described.",positive
"Телевізор: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Terrible quality, broke after a week. Total waste of money.",negative
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Tv: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Fridge: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Tv: Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Телевізор: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Great quality laptop, fast delivery, exactly as described.",positive
Tv: Do not buy this! Stopped functioning within days of purchase.,negative
"Телевізор: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Satisfactory performance overall, meets basic expectations.",neutral
"Холодильник: The fridge makes loud noise at night, completely unusable.",negative
"Satisfactory performance overall, meets basic expectations.",neutral
"Fridge: Excellent product, works perfectly from day one. Highly recommend!",positive
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Телевізор: Excellent product, works perfectly from day one. Highly recommend!",positive
Телевізор: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Laptop: Terrible quality, broke after a week. Total waste of money.",negative
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Great quality laptop, fast delivery, exactly as described.",positive
"The fridge makes loud noise at night, completely unusable.",negative
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Fridge: Laptop overheats constantly, returned it after just one week.",negative
"Tv: Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Laptop: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Tv: Laptop overheats constantly, returned it after just one week.",negative
Tv: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
Stopped working after one month. Awful customer service experience.,negative
"Телевізор: Satisfactory performance overall, meets basic expectations.",neutral
"Fridge: Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Tv: Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Tv: Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Ноутбук: Amazing TV picture quality, very satisfied with this purchase.",positive
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"The fridge makes loud noise at night, completely unusable.",negative
"Laptop: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
